סמל היישוב,שם יישוב,מחוז,נפה,צורת יישוב,מעמד מוניציפלי,אזור טבעי,אוכלוסייה - סך הכל,מזה: יהודים ואחרים,מזה: יהודים,מזה: ערבים,אשכול רשויות מקומיות
1130,כפר רוזנואלד (זרעית),הצפון,עכו,מושבים - לרבות כפרים שיתופיים,מעלה יוסף,אזור אילון,244,244,244,-,אשכול רשויות גליל מערבי       
295,כפר רופין,הצפון,יזרעאל,קיבוצים,עמק המעיינות,עמק בית שאן,532,531,519,1,אשכול רשויות הכנרת והעמקים    
1166,כפר רות,המרכז,רמלה,מושבים - לרבות כפרים שיתופיים,חבל מודיעין,אזור מודיעין,272,272,263,-,
605,כפר שמאי,הצפון,צפת,מושבים - לרבות כפרים שיתופיים,מרום הגליל,גליל עליון מזרחי,574,574,574,-,אשכול רשויות גליל מזרחי       
743,כפר שמואל,המרכז,רמלה,מושבים - לרבות כפרים שיתופיים,גזר,אזור רמלה,958,958,943,-,
267,כפר שמריהו,תל אביב,תל אביב,יישובים כפריים אחרים יהודיים,מועצה מקומית,אזור תל אביב,"1,926","1,909","1,840",17,
47,כפר תבור,הצפון,כנרת,יישובים יהודיים 4999-2000 תושבים,מועצה מקומית,גליל תחתון מזרחי,"4,401","4,380","4,277",21,אשכול רשויות הכנרת והעמקים    
3572,כפר תפוח,יהודה והשומרון,,יישובים קהילתיים,שומרון,,"1,473","1,473","1,472",-,
1285,כרכום,הצפון,צפת,יישובים קהילתיים,מבואות החרמון,אזור חצור,527,527,517,-,אשכול רשויות גליל מזרחי       
664,כרם בן זמרה,הצפון,צפת,מושבים - לרבות כפרים שיתופיים,מרום הגליל,גליל עליון מזרחי,530,530,529,-,אשכול רשויות גליל מזרחי       
88,כרם בן שמן,המרכז,רמלה,יישובים כפריים אחרים יהודיים,חבל מודיעין,אזור רמלה,82,82,82,-,
1094,כרם יבנה (ישיבה),המרכז,רחובות,יישובים מוסדיים יהודיים,חבל יבנה,אזור רחובות,529,529,529,-,אשכול רשויות שורק דרומי       
580,"כרם מהר""ל",חיפה,חדרה,מושבים - לרבות כפרים שיתופיים,חוף הכרמל,אזור זכרון יעקב,783,773,759,10,
1085,כרם שלום,הדרום,באר שבע,קיבוצים,אשכול,אזור בשור,191,180,172,11,אשכול רשויות נגב מערבי        
1264,כרמי יוסף,המרכז,רמלה,יישובים כפריים אחרים יהודיים,גזר,אזור רמלה,"1,722","1,722","1,707",-,
3766,כרמי צור,יהודה והשומרון,,יישובים קהילתיים,גוש עציון,,995,995,992,-,
1374,כרמי קטיף,הדרום,אשקלון,יישובים קהילתיים,לכיש,אזור לכיש,611,611,611,-,
1139,כרמיאל,הצפון,עכו,יישובים יהודיים 49999-20000 תושבים,עירייה,אזור כרמיאל,"46,123","44,482","36,727","1,641",אשכול רשויות בית הכרם הגלילי  
768,כרמייה,הדרום,אשקלון,קיבוצים,חוף אשקלון,אזור אשקלון,653,653,629,-,
1198,כרמים,הדרום,באר שבע,קיבוצים,בני שמעון,אזור באר שבע,508,508,507,-,אשכול רשויות נגב מערבי        
3656,כרמל,יהודה והשומרון,,מושבים שיתופיים,הר חברון,,447,447,447,-,
1207,לבון,הצפון,עכו,יישובים כפריים אחרים יהודיים,משגב,אזור יחיעם,721,721,710,-,אשכול רשויות בית הכרם הגלילי  
585,לביא,הצפון,כנרת,קיבוצים,הגליל התחתון,גליל תחתון מזרחי,615,615,613,-,אשכול רשויות הכנרת והעמקים    
1230,לבנים,הצפון,צפת,מושבים - לרבות כפרים שיתופיים,מרום הגליל,גליל תחתון מרכזי,426,425,409,1,אשכול רשויות גליל מזרחי       
2023,להב,הדרום,באר שבע,קיבוצים,בני שמעון,אזור באר שבע,657,656,646,1,אשכול רשויות נגב מערבי        
380,להבות הבשן,הצפון,צפת,קיבוצים,הגליל העליון,עמק חולה,911,908,851,3,אשכול רשויות גליל מזרחי       
715,להבות חביבה,חיפה,חדרה,קיבוצים,מנשה,אזור חדרה,"1,044","1,044","1,033",-,
1271,להבים,הדרום,באר שבע,יישובים יהודיים 9999-5000 תושבים,מועצה מקומית,אזור באר שבע,"6,694","6,473","6,338",221,
7000,לוד,המרכז,רמלה,יישובים יהודיים 99999-50000 תושבים,עירייה,אזור רמלה,"80,931","56,789","50,497","24,142",
52,לוזית,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,שפלת יהודה,835,832,817,3,
595,לוחמי הגיטאות,הצפון,עכו,קיבוצים,מטה אשר,אזור נהרייה,783,783,768,-,אשכול רשויות גליל מערבי       
1171,לוטם,הצפון,עכו,קיבוצים,משגב,אזור כרמיאל,788,738,727,50,אשכול רשויות בית הכרם הגלילי  
1255,לוטן,הדרום,באר שבע,קיבוצים,חבל אילות,הערבה,180,180,162,-,אשכול רשויות נגב מזרחי        
674,לימן,הצפון,עכו,מושבים - לרבות כפרים שיתופיים,מטה אשר,אזור נהרייה,666,665,636,1,אשכול רשויות גליל מערבי       
24,לכיש,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,לכיש,אזור לכיש,791,791,781,-,
1310,לפיד,המרכז,רמלה,יישובים יהודיים 4999-2000 תושבים,חבל מודיעין,אזור מודיעין,"2,359","2,359","2,341",-,
1173,לפידות,הצפון,עכו,מושבים - לרבות כפרים שיתופיים,מעלה יוסף,אזור יחיעם,130,129,122,1,אשכול רשויות גליל מערבי       
1060,לקיה,הדרום,באר שבע,יישובים לא יהודיים 19999-10000 תושבים,מועצה מקומית,אזור באר שבע,"14,641",9,1,"14,632",אשכול רשויות נגב מערבי        
2055,מאור,חיפה,חדרה,מושבים - לרבות כפרים שיתופיים,מנשה,אזור חדרה,"1,436","1,435","1,405",1,
102,מאיר שפיה,חיפה,חדרה,יישובים מוסדיים יהודיים,חוף הכרמל,אזור זכרון יעקב,337,301,195,36,
771,מבוא ביתר,ירושלים,ירושלים,מושבים שיתופיים,מטה יהודה,הרי יהודה,"1,005","1,005",999,-,
3569,מבוא דותן,יהודה והשומרון,יהודה ושומרון,יישובים קהילתיים,שומרון,,479,479,474,-,
3709,מבוא חורון,יהודה והשומרון,,מושבים שיתופיים 4999-2000 תושבים,מטה בנימין,,"2,686","2,686","2,686",-,אשכול יהודה ושומרון           
4204,מבוא חמה,הצפון,גולן,קיבוצים,גולן,גולן דרומי,473,473,462,-,אשכול רשויות גליל מזרחי       
1141,מבוא מודיעים,המרכז,רמלה,יישובים קהילתיים,חבל מודיעין,אזור מודיעין,246,246,246,-,
1318,מבואות ים,המרכז,השרון,יישובים מוסדיים יהודיים,עמק חפר,מערב השרון,369,368,343,1,
3825,מבואות יריחו,יהודה והשומרון,,מקום,ערבות הירדן,,-,-,-,-,
1080,מבועים,הדרום,באר שבע,יישובים כפריים אחרים יהודיים,מרחבים,אזור גרר,"1,245","1,244","1,223",1,אשכול רשויות נגב מערבי        
829,מבטחים,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,אשכול,אזור בשור,465,465,460,-,אשכול רשויות נגב מערבי        
573,מבקיעים,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,חוף אשקלון,אזור אשקלון,478,478,470,-,
1015,מבשרת ציון,ירושלים,ירושלים,יישובים יהודיים 49999-20000 תושבים,מועצה מקומית,הרי יהודה,"24,246","24,168","23,379",78,
481,מגאר,הצפון,כנרת,יישובים לא יהודיים 49999-20000 תושבים,מועצה מקומית,גליל תחתון מזרחי,"23,275",24,14,"23,251",אשכול רשויות הכנרת והעמקים    
516,מג'ד אל-כרום,הצפון,עכו,יישובים לא יהודיים 19999-10000 תושבים,מועצה מקומית,אזור כרמיאל,"15,446",17,8,"15,429",אשכול רשויות בית הכרם הגלילי  
689,מגדים,חיפה,חדרה,מושבים - לרבות כפרים שיתופיים,חוף הכרמל,חוף הכרמל,"1,380","1,380","1,355",-,
65,מגדל,הצפון,כנרת,יישובים כפריים אחרים יהודיים,מועצה מקומית,כנרות,"1,979","1,934","1,881",45,אשכול רשויות הכנרת והעמקים    
874,מגדל העמק,הצפון,יזרעאל,יישובים יהודיים 49999-20000 תושבים,עירייה,הרי נצרת-תירען,"25,721","25,716","22,921",5,אשכול רשויות הגליל והעמקים    
3561,מגדל עוז,יהודה והשומרון,,קיבוצים,גוש עציון,,576,576,575,-,
4201,מג'דל שמס,הצפון,גולן,יישובים לא יהודיים 19999-10000 תושבים,מועצה מקומית,אזור החרמון,"11,266",1,-,"11,265",אשכול רשויות גליל מזרחי       
1722,מגדל תפן,הצפון,עכו,מוקד תעסוקה,מועצה מקומית,אזור יחיעם,-,-,-,-,אשכול רשויות גליל מערבי       
3751,מגדלים,יהודה והשומרון,,יישובים קהילתיים,שומרון,,505,505,492,-,
586,מגידו,הצפון,יזרעאל,קיבוצים,מגידו,עמק יזרעאל,848,848,826,-,אשכול רשויות הגליל והעמקים    
375,מגל,חיפה,חדרה,קיבוצים,מנשה,אזור חדרה,"1,149","1,149","1,138",-,
695,מגן,הדרום,באר שבע,קיבוצים,אשכול,אזור בשור,535,527,485,8,אשכול רשויות נגב מערבי        
1155,מגן שאול,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,הגלבוע,עמק יזרעאל,705,705,575,-,אשכול רשויות הגליל והעמקים    
722,מגשימים,המרכז,פתח תקווה,מושבים - לרבות כפרים שיתופיים,דרום השרון,אזור פתח תקווה,"1,089","1,087","1,083",2,אשכול רשויות השרון            
2029,מדרך עוז,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,מגידו,עמק יזרעאל,793,793,741,-,אשכול רשויות הגליל והעמקים    
1140,מדרשת בן גוריון,הדרום,באר שבע,יישובים כפריים אחרים יהודיים,רמת נגב,הר הנגב הצפוני,"1,958","1,955","1,855",3,אשכול רשויות נגב מזרחי        
897,מדרשת רופין,המרכז,השרון,יישובים מוסדיים יהודיים,עמק חפר,מערב השרון,228,119,115,109,
3797,מודיעין עילית,יהודה והשומרון,,יישובים יהודיים 99999-50000 תושבים,עירייה,,"77,967","77,967","77,950",-,אשכול יהודה ושומרון           
1200,מודיעין-מכבים-רעות*,המרכז,רמלה,יישובים יהודיים 99999-50000 תושבים,עירייה,אזור מודיעין,"94,657","94,626","92,579",31,
269,מולדת,הצפון,יזרעאל,מושבים שיתופיים,הגלבוע,רמת כוכב,"1,089","1,089","1,080",-,אשכול רשויות הגליל והעמקים    
208,מוצא עילית,ירושלים,ירושלים,יישובים כפריים אחרים יהודיים,מטה יהודה,הרי יהודה,"1,231","1,225","1,195",6,
635,מוקייבלה,הצפון,יזרעאל,יישובים לא יהודיים 4999-2000 תושבים,הגלבוע,עמק יזרעאל,"4,136",2,2,"4,134",אשכול רשויות הגליל והעמקים    
1163,מורן,הצפון,עכו,קיבוצים,משגב,אזור כרמיאל,472,468,457,4,אשכול רשויות בית הכרם הגלילי  
1178,מורשת,הצפון,עכו,יישובים קהילתיים,משגב,אזור שפרעם,"1,544","1,544","1,544",-,אשכול רשויות בית הכרם הגלילי  
606,מזור,המרכז,פתח תקווה,מושבים - לרבות כפרים שיתופיים,חבל מודיעין,אזור פתח תקווה,"1,318","1,318","1,310",-,
28,מזכרת בתיה,המרכז,רחובות,יישובים יהודיים 19999-10000 תושבים,מועצה מקומית,אזור רחובות,"15,093","15,085","14,881",8,
104,מזרע,הצפון,יזרעאל,קיבוצים,עמק יזרעאל,עמק יזרעאל,802,802,777,-,אשכול רשויות הגליל והעמקים    
517,מזרעה,הצפון,עכו,יישובים לא יהודיים 4999-2000 תושבים,מועצה מקומית,אזור נהרייה,"3,998",12,8,"3,986",אשכול רשויות גליל מערבי       
3599,מחולה,יהודה והשומרון,,מושבים - לרבות כפרים שיתופיים,ערבות הירדן,,629,629,628,-,אשכול יהודה ושומרון           
1196,מחנה יתיר,הדרום,באר שבע,יישובים כפריים אחרים יהודיים,,אזור באר שבע,292,269,269,23,
308,מחניים,הצפון,צפת,קיבוצים,הגליל העליון,אזור חצור,833,833,815,-,אשכול רשויות גליל מזרחי       
776,מחסיה,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,שפלת יהודה,481,481,480,-,
43,מטולה,הצפון,צפת,יישובים כפריים אחרים יהודיים,מועצה מקומית,עמק חולה,"1,655","1,590","1,508",65,אשכול רשויות גליל מזרחי       
822,מטע,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,הרי יהודה,949,947,924,2,
1128,מי עמי,חיפה,חדרה,מושבים שיתופיים,מנשה,הר אלכסנדר,364,364,358,-,
2054,מיטב,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,הגלבוע,עמק יזרעאל,458,458,455,-,אשכול רשויות הגליל והעמקים    
649,מייסר,חיפה,חדרה,יישובים לא יהודיים 4999-2000 תושבים,מנשה,הר אלכסנדר,"2,072",13,8,"2,059",
4019,מיצר,הצפון,גולן,מושבים - לרבות כפרים שיתופיים,גולן,גולן דרומי,289,289,289,-,אשכול רשויות גליל מזרחי       
1282,מירב,הצפון,יזרעאל,קיבוצים,עמק המעיינות,עמק בית שאן,742,742,742,-,אשכול רשויות הכנרת והעמקים    
607,מירון,הצפון,צפת,מושבים - לרבות כפרים שיתופיים,מרום הגליל,גליל עליון מזרחי,"1,077","1,077","1,053",-,אשכול רשויות גליל מזרחי       
731,מישר,המרכז,רחובות,מושבים - לרבות כפרים שיתופיים,גדרות,אזור רחובות,806,806,793,-,
1268,מיתר,הדרום,באר שבע,יישובים יהודיים 9999-5000 תושבים,מועצה מקומית,אזור באר שבע,"9,980","9,835","9,653",145,אשכול רשויות נגב מזרחי        
3614,מכורה,יהודה והשומרון,,מושבים - לרבות כפרים שיתופיים,ערבות הירדן,,178,178,160,-,אשכול יהודה ושומרון           
1343,מכחול,הדרום,באר שבע,יישובים כפריים אחרים לא יהודיים,אל קסום,אזור באר שבע,994,-,-,994,אשכול רשויות נגב מזרחי        
382,מכמורת,המרכז,השרון,מושבים - לרבות כפרים שיתופיים,עמק חפר,מערב השרון,"1,459","1,459","1,415",-,
1202,מכמנים,הצפון,עכו,יישובים קהילתיים,משגב,אזור כרמיאל,577,556,522,21,אשכול רשויות בית הכרם הגלילי  
164,מלאה,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,הגלבוע,עמק יזרעאל,389,389,384,-,אשכול רשויות הגליל והעמקים    
2044,מלילות,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,שדות נגב,אזור גרר,371,371,367,-,אשכול רשויות נגב מערבי        
596,מלכייה,הצפון,צפת,קיבוצים,הגליל העליון,גליל עליון מזרחי,463,463,415,-,אשכול רשויות גליל מזרחי       
1154,מלכישוע,הצפון,יזרעאל,יישובים מוסדיים יהודיים,עמק המעיינות,עמק בית שאן,241,226,197,15,אשכול רשויות הכנרת והעמקים    
2030,מנוחה,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,לכיש,אזור מלאכי,640,640,635,-,
1174,מנוף,הצפון,עכו,מושבים - לרבות כפרים שיתופיים,משגב,אזור שפרעם,864,864,862,-,אשכול רשויות בית הכרם הגלילי  
1205,מנות,הצפון,עכו,מושבים - לרבות כפרים שיתופיים,מעלה יוסף,אזור יחיעם,475,475,471,-,אשכול רשויות גליל מערבי       
48,מנחמיה,הצפון,יזרעאל,יישובים כפריים אחרים יהודיים,עמק המעיינות,עמק בית שאן,"1,054","1,050","1,022",4,אשכול רשויות הכנרת והעמקים    
347,מנרה,הצפון,צפת,קיבוצים,הגליל העליון,גליל עליון מזרחי,259,259,225,-,אשכול רשויות גליל מזרחי       
994,מנשית זבדה,הצפון,,יישובים כפריים אחרים לא יהודיים,עמק יזרעאל,הרי נצרת-תירען,"1,424",-,-,"1,424",אשכול רשויות הגליל והעמקים    
1258,מסד,הצפון,כנרת,יישובים קהילתיים,הגליל התחתון,גליל תחתון מזרחי,378,377,361,1,אשכול רשויות הכנרת והעמקים    
263,מסדה,הצפון,כנרת,קיבוצים,עמק הירדן,כנרות,355,351,340,4,אשכול רשויות הכנרת והעמקים    
298,מסילות,הצפון,יזרעאל,קיבוצים,עמק המעיינות,עמק בית שאן,447,447,432,-,אשכול רשויות הכנרת והעמקים    
742,מסילת ציון,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,שפלת יהודה,"1,244","1,238","1,217",6,
748,מסלול,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,מרחבים,אזור בשור,886,886,882,-,אשכול רשויות נגב מערבי        
4203,מסעדה,הצפון,גולן,יישובים לא יהודיים 4999-2000 תושבים,מועצה מקומית,גולן צפוני,"3,753",-,-,"3,753",אשכול רשויות גליל מזרחי       
197,מעברות,המרכז,השרון,קיבוצים,עמק חפר,מערב השרון,991,991,976,-,
1082,מעגלים,הדרום,באר שבע,יישובים יהודיים 4999-2000 תושבים,שדות נגב,אזור גרר,"2,080","2,080","2,080",-,אשכול רשויות נגב מערבי        
678,מעגן,הצפון,כנרת,קיבוצים,עמק הירדן,כנרות,384,384,371,-,אשכול רשויות הכנרת והעמקים    
694,מעגן מיכאל,חיפה,חדרה,קיבוצים 4999-2000 תושבים,חוף הכרמל,חוף הכרמל,"2,067","2,067","1,982",-,
272,מעוז חיים,הצפון,יזרעאל,קיבוצים,עמק המעיינות,עמק בית שאן,490,489,482,1,אשכול רשויות הכנרת והעמקים    
3657,מעון,יהודה והשומרון,,מושבים שיתופיים,הר חברון,,594,594,594,-,
570,מעונה,הצפון,עכו,מושבים - לרבות כפרים שיתופיים,מעלה יוסף,אזור יחיעם,978,973,953,5,אשכול רשויות גליל מערבי       
416,מעיין ברוך,הצפון,צפת,קיבוצים,הגליל העליון,עמק חולה,695,695,686,-,אשכול רשויות גליל מזרחי       
290,מעיין צבי,חיפה,חדרה,קיבוצים,חוף הכרמל,אזור זכרון יעקב,742,742,738,-,
518,מעיליא,הצפון,עכו,יישובים לא יהודיים 4999-2000 תושבים,מועצה מקומית,אזור יחיעם,"3,270",100,87,"3,170",אשכול רשויות גליל מערבי       
3616,מעלה אדומים,יהודה והשומרון,,יישובים יהודיים 49999-20000 תושבים,עירייה,,"37,847","37,778","36,479",69,
3608,מעלה אפרים,יהודה והשומרון,,יישובים כפריים אחרים יהודיים,מועצה מקומית,,"1,256","1,252","1,134",4,
1127,מעלה גלבוע,הצפון,יזרעאל,קיבוצים,עמק המעיינות,עמק בית שאן,804,804,804,-,אשכול רשויות הכנרת והעמקים    
4008,מעלה גמלא,הצפון,גולן,מושבים - לרבות כפרים שיתופיים,גולן,גולן תיכוני,559,559,542,-,אשכול רשויות גליל מזרחי       
286,מעלה החמישה,ירושלים,ירושלים,קיבוצים,מטה יהודה,הרי יהודה,819,816,801,3,
3752,מעלה לבונה,יהודה והשומרון,,יישובים קהילתיים,מטה בנימין,,945,945,943,-,אשכול יהודה ושומרון           
3651,מעלה מכמש,יהודה והשומרון,,יישובים קהילתיים,מטה בנימין,,"1,635","1,635","1,633",-,אשכול יהודה ושומרון           
1327,מעלה עירון,חיפה,חדרה,יישובים לא יהודיים 19999-10000 תושבים,מועצה מקומית,הר אלכסנדר,"15,380",6,3,"15,374",
3653,מעלה עמוס,יהודה והשומרון,,יישובים קהילתיים,גוש עציון,,720,720,719,-,
1063,מעלות-תרשיחא,הצפון,עכו,יישובים יהודיים 49999-20000 תושבים,עירייה,אזור יחיעם,"22,121","17,251","14,382","4,870",אשכול רשויות גליל מערבי       
344,מענית,חיפה,חדרה,קיבוצים,מנשה,אזור חדרה,834,834,801,-,
230,מעש,המרכז,פתח תקווה,מושבים - לרבות כפרים שיתופיים,דרום השרון,אזור פתח תקווה,847,847,842,-,אשכול רשויות השרון            
668,מפלסים,הדרום,אשקלון,קיבוצים,שער הנגב,אזור אשקלון,"1,034","1,033","1,008",1,אשכול רשויות נגב מערבי        
1767,"מפעלי אבשלו""ם",הדרום,באר שבע,מוקד תעסוקה,בני שמעון,אזור גרר,-,-,-,-,אשכול רשויות נגב מערבי        
1791,מפעלי ברקן,יהודה והשומרון,,מוקד תעסוקה,שומרון,,-,-,-,-,
1706,מפעלי גליל עליון,הצפון,צפת,מוקד תעסוקה,הגליל העליון,עמק חולה,-,-,-,-,אשכול רשויות גליל מזרחי       
1739,מפעלי גרנות,חיפה,חדרה,מוקד תעסוקה,מנשה,אזור חדרה,-,-,-,-,
1717,מפעלי העמק (יזרעאל),הצפון,יזרעאל,מוקד תעסוקה,עמק יזרעאל,עמק יזרעאל,-,-,-,-,אשכול רשויות הגליל והעמקים    
1729,מפעלי חבל מודיעים,המרכז,רמלה,מוקד תעסוקה,חבל מודיעין,אזור רמלה,-,-,-,-,
1775,מפעלי ים המלח(סדום),הדרום,באר שבע,מוקד תעסוקה,תמר,אזור ים המלח,-,-,-,-,
1753,מפעלי כנות,הדרום,אשקלון,מוקד תעסוקה,באר טוביה,אזור מלאכי,-,-,-,-,אשכול רשויות שורק דרומי       
1773,מפעלי מישור רותם,הדרום,באר שבע,מוקד תעסוקה,תמר,הר הנגב הצפוני,-,-,-,-,
1769,מפעלי מעון,הדרום,באר שבע,מוקד תעסוקה,אשכול,אזור בשור,-,-,-,-,אשכול רשויות נגב מערבי        
1701,מפעלי נחם הרטוב,ירושלים,ירושלים,מוקד תעסוקה,מטה יהודה,שפלת יהודה,-,-,-,-,
1761,מפעלי צומת מלאכי,הדרום,אשקלון,מוקד תעסוקה,באר טוביה,אזור מלאכי,-,-,-,-,אשכול רשויות שורק דרומי       
1776,מפעלי צין - ערבה,הדרום,באר שבע,מוקד תעסוקה,הערבה התיכונה,הר הנגב הצפוני,-,-,-,-,אשכול רשויות נגב מזרחי        
1711,מפעלי צמח,הצפון,כנרת,מוקד תעסוקה,עמק הירדן,כנרות,-,-,-,-,אשכול רשויות הכנרת והעמקים    
1719,מפעלי שאן,הצפון,יזרעאל,מוקד תעסוקה,עמק המעיינות,עמק בית שאן,-,-,-,-,אשכול רשויות הכנרת והעמקים    
3745,מצדות יהודה,יהודה והשומרון,,מושבים שיתופיים,הר חברון,,603,603,602,-,
325,מצובה,הצפון,עכו,קיבוצים,מטה אשר,אזור אילון,"1,153","1,153","1,131",-,אשכול רשויות גליל מערבי       
757,מצליח,המרכז,רמלה,מושבים - לרבות כפרים שיתופיים,גזר,אזור רמלה,"1,346","1,346","1,328",-,
58,מצפה,הצפון,כנרת,יישובים כפריים אחרים יהודיים,הגליל התחתון,גליל תחתון מזרחי,131,131,128,-,אשכול רשויות הכנרת והעמקים    
1222,"מצפה אבי""ב",הצפון,עכו,יישובים קהילתיים,משגב,אזור שפרעם,"1,086","1,086","1,077",-,אשכול רשויות בית הכרם הגלילי  
1370,מצפה אילן,חיפה,חדרה,יישובים קהילתיים,מנשה,הר אלכסנדר,725,725,724,-,
3576,מצפה יריחו,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,מטה בנימין,,"2,577","2,577","2,573",-,אשכול יהודה ושומרון           
1190,מצפה נטופה,הצפון,יזרעאל,יישובים קהילתיים,הגליל התחתון,הרי נצרת-תירען,"1,035","1,035","1,035",-,אשכול רשויות הכנרת והעמקים    
99,מצפה רמון,הדרום,באר שבע,יישובים יהודיים 9999-5000 תושבים,מועצה מקומית,הר הנגב הצפוני,"5,186","4,977","4,562",209,אשכול רשויות נגב מזרחי        
3610,מצפה שלם,יהודה והשומרון,,קיבוצים,מגילות ים המלח,,244,242,238,2,אשכול יהודה ושומרון           
648,מצר,חיפה,חדרה,קיבוצים,מנשה,אזור חדרה,388,388,362,-,
22,מקווה ישראל,תל אביב,,יישובים מוסדיים יהודיים,,אזור חולון,374,371,349,3,
843,מרגליות,הצפון,צפת,מושבים - לרבות כפרים שיתופיים,מבואות החרמון,גליל עליון מזרחי,408,407,404,1,אשכול רשויות גליל מזרחי       
4101,מרום גולן,הצפון,גולן,קיבוצים,גולן,גולן צפוני,744,744,721,-,אשכול רשויות גליל מזרחי       
1340,מרחב עם,הדרום,באר שבע,יישובים קהילתיים,רמת נגב,הר הנגב הצפוני,515,515,515,-,אשכול רשויות נגב מזרחי        
97,מרחביה (מושב),הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,עמק יזרעאל,עמק יזרעאל,667,667,658,-,אשכול רשויות הגליל והעמקים    
66,מרחביה (קיבוץ),הצפון,יזרעאל,קיבוצים,עמק יזרעאל,עמק יזרעאל,"1,272","1,272","1,130",-,אשכול רשויות הגליל והעמקים    
1713,מרכז אזורי כדורי,הצפון,כנרת,מוקד תעסוקה,הגליל התחתון,גליל תחתון מזרחי,-,-,-,-,אשכול רשויות הכנרת והעמקים    
1708,מרכז אזורי מרום הגליל,הצפון,צפת,מוקד תעסוקה,מרום הגליל,גליל עליון מזרחי,-,-,-,-,אשכול רשויות גליל מזרחי       
1723,מרכז אזורי משגב,הצפון,עכו,מוקד תעסוקה,משגב,אזור שפרעם,-,-,-,-,אשכול רשויות בית הכרם הגלילי  
1747,מרכז אזורי שוהם,המרכז,רמלה,מוקד תעסוקה,חבל מודיעין,אזור רמלה,-,-,-,-,
1705,"מרכז כ""ח",הצפון,צפת,מוקד תעסוקה,מבואות החרמון,עמק חולה,-,-,-,-,אשכול רשויות גליל מזרחי       
1715,"מרכז מיר""ב*",חיפה,חדרה,מוקד תעסוקה,חוף הכרמל,אזור זכרון יעקב,-,-,-,-,
1098,מרכז שפירא,הדרום,אשקלון,יישובים יהודיים 4999-2000 תושבים,שפיר,אזור מלאכי,"2,466","2,466","2,463",-,
421,משאבי שדה,הדרום,באר שבע,קיבוצים,רמת נגב,הר הנגב הצפוני,468,468,413,-,אשכול רשויות נגב מזרחי        
765,משגב דב,המרכז,רחובות,מושבים - לרבות כפרים שיתופיים,גדרות,אזור רחובות,721,719,713,2,
378,משגב עם,הצפון,צפת,קיבוצים,הגליל העליון,גליל עליון מזרחי,333,333,292,-,אשכול רשויות גליל מזרחי       
520,משהד,הצפון,,יישובים לא יהודיים 9999-5000 תושבים,מועצה מקומית,הרי נצרת-תירען,"8,486",-,-,"8,486",אשכול רשויות הגליל והעמקים    
3605,משואה,יהודה והשומרון,,מושבים - לרבות כפרים שיתופיים,ערבות הירדן,,180,176,175,4,אשכול יהודה ושומרון           
620,משואות יצחק,הדרום,אשקלון,מושבים שיתופיים,שפיר,אזור מלאכי,708,708,708,-,
3785,משכיות,יהודה והשומרון,,יישובים קהילתיים,ערבות הירדן,,333,333,333,-,אשכול יהודה ושומרון           
670,משמר איילון,המרכז,רמלה,מושבים - לרבות כפרים שיתופיים,גזר,אזור רמלה,563,562,554,1,
563,משמר דוד,המרכז,רמלה,קיבוצים,גזר,אזור רמלה,"1,137","1,137","1,120",-,
732,משמר הירדן,הצפון,צפת,מושבים - לרבות כפרים שיתופיים,מבואות החרמון,אזור חצור,868,868,863,-,אשכול רשויות גליל מזרחי       
395,משמר הנגב,הדרום,באר שבע,קיבוצים,בני שמעון,אזור גרר,"1,034","1,034","1,009",-,אשכול רשויות נגב מערבי        
130,משמר העמק,הצפון,יזרעאל,קיבוצים,מגידו,עמק יזרעאל,"1,283","1,283","1,207",-,אשכול רשויות הגליל והעמקים    
729,משמר השבעה,המרכז,רמלה,מושבים - לרבות כפרים שיתופיים,שדות דן,אזור רמלה,"1,061","1,061","1,027",-,
194,משמר השרון,המרכז,השרון,קיבוצים,עמק חפר,מערב השרון,622,622,596,-,
213,משמרות,חיפה,חדרה,קיבוצים,מנשה,אזור חדרה,"1,117","1,116","1,104",1,
425,משמרת,המרכז,השרון,מושבים - לרבות כפרים שיתופיים,לב השרון,מערב השרון,"1,044","1,043","1,026",1,אשכול רשויות השרון            
791,משען,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,חוף אשקלון,אזור אשקלון,"1,071","1,071","1,036",-,
