,OBJECTID,Traffic area,TAZ_Number,en_area name,Authority,Inside the city of Jerusalem?,Inside the Jerusalem metropolis?,sector,A total of one until 2020,Additional unit 2020_ 2025,Additional unit 2025_ 2030,Additional unit 2030_ 2035,Addendum y_d 2035_ 2040,Total addition between 2020_2040,A total of one until 2040,Gm_b average 2020,Gm_b average 2025,Gm_b average 2030,Gm_b average 2035,Gm_b average 2040,2020 population projections,Population projections 2025,Population projections 2030,2035 population projections,Population projections 2040,Total students 2020,Total students 2025,Total students 2030,Total students 2035,Total students 2040,Total employed 2020,Total employed 2025,Total employed 2030,Total employed 2035,Total employed 2040,Total Yeshiva students and include 2020,Total Yeshiva students and include 2025,Total Yeshiva students and include 2030,Total yeshiva students and include 2035,Total Yeshiva students including 2040,Higher education students 2020,Higher education students 2025,Higher education students 2030,Higher education students 2035,Higher education students 2040,Shape_Area,Shape__Length,Units per square kilometer - 2020,Units per square kilometer - 2040,Employed per square kilometer - 2020,Employed per square kilometer - 2040
482,483,7404,7404,Beitar Ilit HaKel South,Beitar Illit,0,1,Ultra Orthodox,928.2431585,15.0,15.0,15.0,15.0,60.0,988.2431585,7.4,7.6,7.6,7.6,7.6,6868.999373,7168.648004,7282.648004,7396.648004,7510.648004,3828.83994,3895.818668,4144.410418,4170.884333,4089.050755,589.7525949,582.3071993,591.6188204,580.5150618,559.4831164,878.3540425,836.8359503,781.744004,847.8408704,920.4989521,0.0,0.0,0.0,0.0,0.0,500469.345870972,3505.63594017455,1854.74528291952,1974.63274554838,1178.39903635586,1117.91685348146
483,484,7405,7405,Beitar Ilit HaKel North,Beitar Illit,0,1,Ultra Orthodox,541.8918919,10.0,10.0,10.0,10.0,40.0,581.8918919,7.4,7.6,7.6,7.6,7.6,4010.0,4194.378378,4270.378378,4346.378378,4422.378378,1994.38918,2016.597223,2099.294073,2041.707281,1921.764536,323.9018267,320.2183676,322.1277706,311.1538125,294.4638919,517.2309293,454.2566169,400.4127046,434.2105326,454.9406253,0.0,0.0,0.0,0.0,0.0,283283.548065186,2183.8911319036,1912.89573856688,2054.09702001509,1143.38382483641,1039.46697191269
484,485,7721,7721,Givat Ze'ev Agan Eleil,Ze'ev hill,0,1,Ultra Orthodox,810.7692308,150.0,200.0,150.0,150.0,650.0,1460.769231,5.3,5.6,5.6,5.6,5.6,4297.076923,5380.307692,6500.307692,7340.307692,8180.307692,2095.261695,2660.771967,3117.620194,3375.42445,3784.800058,342.3764207,405.7648623,463.0426165,498.2246733,617.5123115,409.1433368,484.7611843,623.1561121,739.7461038,796.644344,0.0,0.0,0.0,0.0,0.0,2108867.72167206,7351.59225946296,384.457129514584,692.679401362263,162.350827973478,292.81699613212
485,486,7731,7731,Beit Horon,Mata Binyamin,0,1,Jewish,265.318807,46.08670845,51.24332349,48.05558412,57.89236089,203.2779769,468.596784,5.5,5.5,5.5,5.6,5.6,1459.253439,1712.730335,1994.568614,2299.944769,2624.14199,546.6457268,601.4564706,700.3474013,830.3690207,950.863803,102.7727502,111.3457449,124.3564828,139.9754113,180.7419957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1764112.12488556,5995.41564369992,150.397927239014,265.627551327214,58.2574932455991,102.45493648071
486,487,7912,7912,Hizma,Palestinian,0,1,Palestinian,1463.196487,114.3724372,118.2960292,123.0013755,117.7385496,473.4083915,1936.604879,5.0,4.9,4.8,4.7,4.7,7315.982437,7876.407379,8444.228319,9022.334784,9575.705967,0.0,0.0,0.0,0.0,0.0,112.6661295,121.4728072,130.5816014,140.0527074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11491441.8091888,17205.0284118565,127.329234337678,168.525839590594,9.80435104408825,0.0
487,488,7042,7042,Mesholi Kidar,Ma'ale Adumim,0,1,Jewish,0.0,0.0,0.0,700.0,875.0,1575.0,1575.0,0.0,0.0,0.0,3.5,3.9,0.0,0.0,0.0,2450.0,6142.5,0.0,0.0,0.0,800.0,2000.0,0.0,0.0,0.0,127.2333333,1238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5475204.08660889,11938.1414659535,0.0,287.660510016804,0.0,226.110292952891
488,489,7024,7024,Maale Adumim South Rock Landscapes,Ma'ale Adumim,0,1,Jewish,1208.923988,46.0,0.0,0.0,0.0,46.0,1254.923988,4.728862051,4.865883529,4.938923437,4.93827808,4.897296802,5716.834771,6106.313965,6197.973498,6197.163623,6145.735235,2806.505043,2806.505043,2806.505043,2806.505043,2806.505043,200.9140568,204.4560568,204.4560568,204.4560568,414.4283538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,957802.134628296,4607.5113670802,1262.1855227637,1310.21214364594,209.765722518431,432.68681371318
489,490,7036,7036,Ma'ale Adumim is a field plant,Ma'ale Adumim,0,1,Jewish,1155.0,112.0,0.0,0.0,0.0,112.0,1267.0,3.972702381,3.944167552,3.904083285,3.855079397,3.787878529,4588.47125,4997.260289,4946.473522,4884.385595,4799.242096,541.6541375,541.6541375,541.6541375,541.6541375,541.6541375,227.915597,236.539597,236.539597,236.539597,280.3345492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,887661.226791382,4323.24997552132,1301.1720745931,1427.34633637183,256.759662494039,315.812542824836
490,491,7821,7821,Almon,Mata Binyamin,0,1,Jewish,342.988479,69.22902971,73.35966025,76.34599202,76.23532787,295.1700098,638.1584888,4.2,4.2,4.2,4.2,4.2,1440.551612,1731.313536,2039.424109,2360.077276,2680.265653,457.7542293,528.4904542,653.4154892,775.1684803,871.3112757,116.2640684,128.0788576,145.179013,162.2183452,217.6270406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2919592.75372314,9206.0291218155,117.478192313846,218.577912274307,39.8220156738425,74.5402043906555
491,492,7061,7061,Ma'ale Adumim area of ​​Kay,Ma'ale Adumim,0,1,Jewish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4232174.15901184,11231.3436204035,0.0,0.0,0.0,0.0
492,493,4804,4804,crusher,Jerusalem,1,1,Jewish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,931580.810653687,5720.70159783018,0.0,0.0,0.0,0.0
493,494,4801,4801,quarry,Jerusalem,1,1,Jewish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793171.93133545,6804.43877811881,0.0,0.0,0.0,0.0
494,495,7001,7001,Ma'ale Adumim the streams,Ma'ale Adumim,0,1,Jewish,905.0,0.0,0.0,0.0,0.0,0.0,905.0,2.96283154,2.93922705,2.899941649,2.845055854,2.782242234,2681.362544,2660.00048,2624.447193,2574.775548,2517.929222,360.4408763,360.4408763,360.4408763,360.4408763,360.4408763,118.65824,118.65824,118.65824,118.65824,116.0981308,33.0,33.0,33.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,184416.763366699,2163.91139274169,4907.362993897,4907.362993897,643.42437115685,629.542177622689
495,496,7012,7012,"Ma'ale Adumim, a song instrument",Ma'ale Adumim,0,1,Jewish,921.0,0.0,44.0,0.0,0.0,44.0,965.0,3.889241827,3.906034415,3.816667012,3.774969538,3.70698477,3581.991723,3597.457697,3683.083667,3642.845604,3577.240303,562.4597517,562.4597517,562.4597517,562.4597517,562.4597517,233.8722186,233.8722186,237.2602186,237.2602186,266.09196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,982456.552154541,4443.50617744471,937.446035634079,982.231731147542,238.048408438129,270.843488616832
496,497,8653,8653,Shilot,Hevel Modiin,0,1,Jewish,270.0482144,0.0,0.0,0.0,0.0,0.0,270.0482144,2.855045725,2.899040912,2.923430483,2.91480704,2.897626241,771.0,778.9191338,783.3092564,781.7570367,778.664493,290.0,290.0,290.0,290.0,290.0,47.52995183,47.58764916,47.64491922,47.70240292,47.75988662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1816661.24555206,7497.04193212549,148.650836836636,148.650836836636,26.1633543107571,26.2899242976289
497,498,8651,8651,torch,Mata Binyamin,0,1,Jewish,1518.857143,198.286303,219.9164214,-70.40388507,176.0246528,523.8234921,2042.680635,3.5,3.5,3.5,4.0,4.0,5316.0,6010.002061,6779.709536,7466.623929,8170.72254,735.4654225,831.833559,1253.055665,1643.151924,1840.989507,319.1188828,363.995497,440.1620653,491.1976901,543.5846005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3461099.08132172,8120.83995687707,438.836654863975,590.182652101351,92.2016028151773,157.055486632419
498,499,8512,8512,Letron,Headquarters Yehuda,0,1,Jewish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14289941.2772446,15779.3224414193,0.0,0.0,0.0,0.0
499,500,7642,7642,Neve Ilan,Headquarters Yehuda,0,1,Jewish,579.0,6.0,6.0,6.0,6.0,24.0,603.0,3.5,3.4,3.4,3.5,3.5,2026.5,1989.0,2009.4,2089.5,2110.5,170.433036,422.3083871,412.7954336,397.0225928,365.6898837,1052.733437,1076.284011,1075.87399,1074.890146,1503.352462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32160776.3649368,27186.7067292593,18.0032967310843,18.7495473727873,32.7334584543095,46.7449058113853
500,501,7701,7701,Central Wolf Hill,Ze'ev hill,0,1,Jewish,1764.148416,200.0,200.0,140.0,0.0,540.0,2304.148416,3.841279535,3.637973008,3.70085797,3.741395384,3.74919104,6776.587205,7145.51892,8009.205913,8620.730246,8638.692595,2298.294478,2370.594903,2576.455395,2785.984701,2827.641244,506.049315,528.076854,562.347399,592.3342521,649.5401769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2539364.64697266,7250.11899971572,694.720397128926,907.372014786032,199.28186194263,255.788461761236
501,502,7703,7703,"Givat Ze'ev, Binyamin's legacy",Ze'ev hill,0,1,Jewish,853.3031974,50.0,50.0,200.0,200.0,500.0,1353.303197,4.679428655,4.679428655,4.679428655,4.679428655,4.679428655,3992.971433,4226.942865,4460.914298,5396.800029,6332.68576,1250.11385,1361.016004,1459.643309,1749.617922,2042.357904,296.6667227,310.6827535,323.5735897,365.5545959,474.482993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1127446.34861755,4106.55605561908,756.845945216195,1200.32602762818,263.131565474282,420.847514014125
502,503,7704,7704,Givat Zeev Goldstein,Ze'ev hill,0,1,Jewish,0.0,200.0,200.0,250.0,50.0,700.0,700.0,0.0,4.874871671,4.94582869,4.979439909,4.989398789,0.0,974.9743342,1978.331476,3236.635941,3492.579152,0.0,313.9279888,647.324317,1049.30259,1126.393589,0.0,44.17673231,90.13806239,146.2360707,215.0929059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,981374.765167236,4159.94729281042,0.0,713.285102537472,0.0,219.175093485663
503,504,7913,7913,Anta,Palestinian,0,1,Palestinian,2805.300852,219.2795692,226.8020422,235.8233268,225.7332192,907.6381574,3712.939009,5.0,4.9,4.8,4.7,4.7,14026.50426,15100.97415,16189.62395,17297.99359,18358.93972,0.0,0.0,0.0,0.0,0.0,216.0081656,232.8926924,250.3564497,268.5148458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3235312.41125488,7340.3207652286,867.088087765813,1147.62920455025,66.7657827567313,0.0
504,505,7221,7221,El Valleja,Palestinian,0,1,Palestinian,506.8906065,44.60509457,42.37269477,39.86931775,36.6603124,163.5074195,670.398026,5.0,4.9,4.8,4.7,4.7,2534.453032,2753.017996,2956.406931,3143.792724,3316.096192,0.0,0.0,0.0,0.0,0.0,39.0305767,42.46516898,45.72786648,48.79780395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1809830.80484772,8155.6379137694,280.076239802234,370.420275864632,21.5658704644958,0.0
505,506,8407,8407,Psagot HaSheva (Water Tower) East,Beit Shemesh,0,1,Jewish,457.0,0.0,0.0,25.0,25.0,50.0,507.0,4.3,5.0,5.0,5.0,5.0,1965.1,2285.0,2285.0,2410.0,2535.0,110.5,127.0662423,65.31982411,42.901751,63.79072169,148.075,149.5935722,143.9334839,143.8034938,257.3220142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231612.485565186,2997.34363685535,1973.12333523307,2189.001161845,639.32218351124,1111.00234329802
506,507,8405,8405,Rambam North,Beit Shemesh,0,1,Jewish,448.0,30.0,90.0,90.0,90.0,300.0,748.0,3.3,3.3,3.3,3.3,3.3,1478.4,1577.4,1874.4,2171.4,2468.4,106.6,125.2920054,202.3321185,248.824578,305.920344,80.75,84.77343382,98.76544419,109.957253,112.7880229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246555.512763977,3122.32648385042,1817.03501567561,3033.79953510123,327.512449812065,457.454881602951
507,508,8403,8403,Bialik,Beit Shemesh,0,1,Jewish,757.0,30.0,90.0,90.0,90.0,300.0,1057.0,2.9,3.2,4.0,4.2,4.3,2195.3,2518.4,3508.0,4061.4,4545.1,296.8,359.2570894,593.9371526,786.8175477,892.9045484,187.8916667,195.9268999,224.369239,248.9799419,351.1319699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465322.91292572,3444.36003618433,1626.82726118161,2271.54083892862,403.787695556684,754.598495251944
508,509,8406,8406,Rambam South,Beit Shemesh,0,1,Jewish,833.0,35.0,105.0,105.0,105.0,350.0,1183.0,3.3,3.3,3.3,3.3,3.3,2748.9,2864.4,3210.9,3557.4,3903.9,1170.6,1191.895129,1292.017247,1339.291449,1405.011871,368.9916667,373.6387202,390.901581,403.3200495,505.3691247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298443.326637268,2556.54416691254,2791.14969460329,3963.90166712568,1236.38772847643,1693.35039383954
509,510,8402,8402,Ramat Lahi,Beit Shemesh,0,1,Jewish,362.0,40.0,120.0,120.0,120.0,400.0,762.0,3.6,3.6,4.0,4.2,4.3,1303.2,1447.2,2088.0,2696.4,3276.6,15.6,52.0284633,209.1761419,312.0417527,412.9420847,555.5,561.9192758,585.5644797,604.2338273,867.4894723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260433.491149902,2067.06912487068,1389.99019827153,2925.89096984229,2132.98219651888,3330.94437458769
510,511,8401,8401,A veteran,Beit Shemesh,0,1,Jewish,663.0,40.0,120.0,120.0,120.0,400.0,1063.0,3.6,3.6,4.0,4.2,4.3,2386.8,2530.8,3292.0,3960.6,4570.9,3385.1,3426.421419,3633.86734,3783.015784,3909.924645,1784.941667,1791.809463,1820.065339,1842.97728,2569.929976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350656.680335999,2880.9031877462,1890.73825533486,3031.45515146449,5090.28279538172,7328.90636373303
511,512,8408,8408,The Seven Peaks (Water Tower) West,Beit Shemesh,0,1,Jewish,686.0,0.0,0.0,25.0,25.0,50.0,736.0,4.3,5.0,5.0,5.0,5.0,2949.8,3430.0,3430.0,3555.0,3680.0,737.45,881.51,881.51,919.01,956.51,247.75,260.9555,260.9555,266.318,434.6800833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205360.164176941,2378.38136730272,3340.47259238132,3583.94727112632,1206.41703318145,2116.6718727663
512,513,8416,8416,Givat Sarat,Beit Shemesh,0,1,Jewish,1261.0,10.0,30.0,30.0,30.0,100.0,1361.0,3.0,3.7,3.7,3.6,3.6,3783.0,4702.7,4813.7,4791.6,4899.6,1068.6,1265.477174,1326.413729,1241.28305,1233.347708,297.025,315.8420743,323.7379252,318.2442796,444.712582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,737477.296157837,4135.45961414571,1709.88314700622,1845.48054169347,402.758161569804,603.018675038399
513,514,8417,8417,Savion Hill,Beit Shemesh,0,1,Jewish,527.0,30.0,90.0,90.0,90.0,300.0,827.0,5.9,5.8,5.8,5.7,5.6,3109.3,3230.6,3752.6,4200.9,4631.2,75.4,129.4888391,249.9846164,280.2446743,360.6673855,114.925,122.1931436,140.1685898,149.8724285,259.9428257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369071.465408325,2670.68316142379,1427.90773439217,2240.75843708221,311.389556688843,704.315695098266
514,515,8414,8414,Neve Sapir,Beit Shemesh,0,1,Jewish,922.0,0.0,0.0,25.0,25.0,50.0,972.0,3.7,3.7,3.7,3.6,3.6,3411.4,3411.4,3411.4,3409.2,3499.2,334.1,318.3204112,330.613343,301.0883157,317.5952186,228.9833333,227.536871,228.6637231,227.8822623,348.3337935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202078.973342896,2808.98434909882,4562.57266526941,4810.00068399334,1133.13784958444,1723.75080760596
515,516,8449,8449,Ramat Avraham Mizrah,Beit Shemesh,0,1,Ultra Orthodox,850.0,0.0,0.0,0.0,0.0,0.0,850.0,4.3,5.3,6.1,6.2,6.3,3655.0,4505.0,5185.0,5270.0,5355.0,1426.261394,2156.982392,2395.246803,2395.246803,2395.246803,266.0,332.9827581,354.8236625,354.8236625,372.1831202,357.3819916,250.1423054,296.3172984,361.3207972,361.3207972,0.0,0.0,0.0,0.0,0.0,400391.658744812,3494.477846063,2122.92134822355,2122.92134822355,664.349504267605,929.547636848273
516,517,8441,8441,Kiryat Belaz (Mitzpe Beit Shemesh),Beit Shemesh,0,1,Ultra Orthodox,834.0,25.0,25.0,25.0,25.0,100.0,934.0,5.9,5.8,5.9,6.1,6.2,4920.6,4982.2,5215.6,5544.9,5790.8,1603.6,1526.03838,1623.015996,1628.705272,1682.939114,293.45,288.2651849,299.0797997,301.5263166,481.7433823,281.5813193,319.7392692,356.7546827,399.9154371,425.2027867,0.0,0.0,0.0,0.0,0.0,249307.936080933,2555.37789093852,3345.26053646868,3746.37091254406,1177.05839859321,1932.32269246179
517,518,8455,8455,Shaz_r,Beit Shemesh,0,1,Ultra Orthodox,814.0,10.0,10.0,10.0,10.0,40.0,854.0,6.3,6.3,6.3,6.3,6.3,5128.2,5191.2,5254.2,5317.2,5380.2,2881.8,2838.18105,3060.818171,3027.424633,2984.515047,866.55,863.3215963,884.499999,882.2089247,1067.499572,391.1848634,436.1141486,353.3132177,345.4309253,378.2795067,0.0,0.0,0.0,0.0,0.0,564581.652610779,3561.12233526241,1441.77550977054,1512.62442916958,1534.85327763103,1890.77977837854
518,519,8431,8431,Complex Big,Beit Shemesh,0,1,Jewish,0.0,0.0,400.0,0.0,0.0,400.0,400.0,0.0,0.0,4.0,4.2,4.5,0.0,0.0,1600.0,1680.0,1800.0,0.0,0.0,419.8971326,476.8334691,460.7459765,900.0,900.0,969.2905705,974.5097347,2781.788898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129122.551223755,1668.86647333562,0.0,3097.83222379834,6970.12250354627,21543.7882200722
519,520,8432,8432,Ma_r North 2 Center,Beit Shemesh,0,1,Jewish,0.0,0.0,300.0,400.0,0.0,700.0,700.0,0.0,0.0,4.0,4.2,4.5,0.0,0.0,1200.0,2940.0,3150.0,0.0,0.0,314.9228494,834.4585708,806.3054589,1200.0,1200.0,1251.967928,1330.392036,2465.630571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316337.412254333,2982.99851735476,0.0,2212.82710448805,3793.41789340809,7794.3059388045
520,521,8672,8672,Matthiyahu industrial zone,Mata Binyamin,0,1,Ultra Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,250.0,250.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589713.531280518,3190.75220176464,0.0,0.0,423.93465087556,423.93465087556
521,522,8671,8671,Matityahu,Mata Binyamin,0,1,Ultra Orthodox,166.7714286,0.0,350.0,600.0,0.0,950.0,1116.771429,5.384615385,5.4,6.0,6.0,6.0,898.0,900.5657143,3100.628571,6700.628571,6700.628571,309.7206704,311.1577097,1517.564014,3389.485881,3286.278311,75.46579479,124.3852189,310.3488671,576.7487545,615.8951102,76.4702895,69.70637871,312.7474049,703.735151,736.7735126,0.0,0.0,0.0,0.0,0.0,880052.068122864,4336.45994249287,189.501774543546,1268.98335843021,85.7515112156571,699.839398722957
522,523,8666,8666,Modi'in Ilit Barchfeld West,Modi'in Illit,0,1,Ultra Orthodox,2947.0,50.0,50.0,50.0,50.0,200.0,3147.0,7.360027146,7.560027146,7.6,7.6,7.6,21690.0,22657.40136,23157.2,23537.2,23917.2,9835.634305,8856.678615,8299.883005,8502.537012,8822.743284,1560.518811,1446.766602,1371.918748,1366.583935,1372.024746,1268.475008,1753.487021,1872.255618,1641.280619,1514.35491,0.0,0.0,0.0,0.0,0.0,924857.688934326,3807.8196825295,3186.43617851704,3402.68566467361,1687.30695508205,1483.49823158299
523,524,8665,8665,Modi'in Ilit Barchfeld Mizrah,Modi'in Illit,0,1,Ultra Orthodox,88.1,0.0,250.0,1000.0,0.0,1250.0,1338.1,5.275822928,5.475822928,5.675822928,5.875822928,6.075822928,464.8,482.42,1918.995732,7862.438661,8130.058661,0.0,0.0,0.0,2815.705129,4052.553918,356.7837,308.3437001,279.5124174,566.3580795,631.4752438,0.0,0.0,0.0,769.2307693,815.2099889,0.0,0.0,0.0,0.0,0.0,396668.060447693,2975.09212324248,222.100059935674,3373.34949148609,899.451545449165,1591.94880245033
524,525,8661,8661,Modi'in Ilit Givana Chefinite,Modi'in Illit,0,1,Ultra Orthodox,2303.215437,46.06430875,46.98559492,47.92530682,48.88381296,189.8590235,2493.074461,6.804029025,7.004029025,7.204029025,7.404029025,7.604029025,15671.14469,16454.42353,17262.76507,18096.8585,18957.41056,8694.121032,8294.990084,8427.743095,8651.085426,8767.346225,1403.565483,1342.653957,1330.775798,1327.170818,1313.823836,1763.367764,1825.567632,1717.259948,1657.305823,1693.477572,0.0,0.0,0.0,0.0,0.0,675931.7628479,3446.99058989245,3407.46738590279,3688.35228351445,2076.48990644612,1943.72258889636
525,526,8662,8662,Modi'in Ilit Givah Darimita,Modi'in Illit,0,1,Ultra Orthodox,2522.904308,50.45808616,51.46724789,52.49659284,53.5465247,207.9684516,2730.87276,7.577796452,7.577796452,7.577796452,7.577796452,7.577796452,19118.05531,19500.41642,19890.42475,20288.23324,20693.99791,9937.500214,8803.807791,8604.134495,8937.532636,9133.964325,1571.912351,1443.130866,1400.258373,1406.223587,1399.714389,1620.530427,1789.687789,1723.501694,1594.815249,1601.448142,0.0,0.0,0.0,0.0,0.0,390071.711242676,2508.34110313113,6467.79613923457,7000.95054650359,4029.80350969892,3588.35144579145
526,527,8663,8663,Modi'in Ilit Green Park,Modi'in Illit,0,1,Ultra Orthodox,1278.289474,250.0,61.13157895,63.57684211,66.11991579,440.8283368,1719.117811,7.6,7.6,7.6,7.6,7.6,9715.0,11615.0,12079.6,12562.784,13065.29536,3920.805,4703.04,4814.7372,5007.326688,5124.959124,706.7754145,796.7418322,810.7067364,832.2713924,847.1608019,874.35,1045.35,1087.164,1130.65056,1175.876582,0.0,0.0,0.0,0.0,0.0,1379872.00756073,6214.09848726733,926.38264056077,1245.85309476563,512.203603397537,613.941581000378
527,528,8664,8664,Modi'in Ilit Neot Psega,Modi'in Illit,0,1,Ultra Orthodox,1278.289474,560.0,570.0,96.33157895,100.1848421,1326.516421,2604.805895,7.6,7.6,7.6,7.6,7.6,9715.0,13971.0,18303.0,19035.12,19796.5248,3327.75,4871.925,6493.5,6865.794,7140.42576,632.9720395,847.6037418,1069.878561,1141.274429,1204.014626,874.35,1257.39,1647.27,1713.1608,1781.687232,0.0,0.0,0.0,0.0,0.0,1361047.95472717,5468.9215025263,939.195029506685,1913.82374585188,465.062261253595,884.623221259937
528,529,8683,8683,A grape exchange,Modiin,0,1,Jewish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6636740.40471649,13462.0526729386,0.0,0.0,0.0,0.0
529,530,8625,8625,Modiin the Birds (Kaiser South),Modiin,0,1,Jewish,0.0,500.0,490.0,0.0,0.0,990.0,990.0,0.0,3.45,3.795,3.68115,3.68115,0.0,1725.0,3757.05,3644.3385,3644.3385,0.0,569.25,1239.8265,1202.631705,1202.631705,149.2904254,202.5103613,264.5259752,223.793846,186.4712396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676465.610099792,4079.47845390979,0.0,1463.48903066034,220.691818136884,275.655165341652
530,531,8684,8684,will improve,Modiin,0,1,Jewish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,2740.240886,3475.0,4212.5,4950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5759506.4330368,11750.6398916706,0.0,0.0,347.251977795858,859.44864504475
531,532,8623,8623,West Tribal Intelligence,Modiin,0,1,Jewish,0.0,0.0,1000.0,1500.0,1500.0,4000.0,4000.0,0.0,0.0,3.4,3.5,3.6,0.0,0.0,3400.0,8750.0,14400.0,0.0,1024.489395,2889.629012,4654.725048,4434.681305,0.0,124.9019371,403.6339819,711.8101131,838.0150978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1179681.06269073,5134.42935716775,0.0,3390.74697942205,0.0,710.374290393855
532,533,8642,8642,Modiin - Moriah South,Modiin,0,1,Jewish,0.0,0.0,0.0,0.0,2500.0,2500.0,2500.0,0.0,0.0,0.0,3.3,3.55,0.0,0.0,0.0,0.0,8875.0,0.0,0.0,0.0,2475.0,5857.5,0.0,56.92954275,113.4375,397.03125,956.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7053490.01282501,14079.0305605974,0.0,354.434470801599,0.0,135.580045943382
533,534,8641,8641,Modiin - Moriah,Modiin,0,1,Jewish,2114.285714,350.0,0.0,0.0,0.0,350.0,2464.285714,4.1,4.2,4.2,4.1,4.1,8668.571429,10350.0,10350.0,10103.57143,10103.57143,1555.55116,1939.368308,1803.300243,1866.378568,1691.250441,447.7629263,536.0409026,549.5191222,581.3492337,591.3437537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,952253.387313843,5817.51975532379,2220.29739370533,2587.84662446974,470.214054646809,620.994119399342
